variant_name,brand_name,model_new,oem_name,car_segment,body_type_new,bt,fuel_type_new,transmission_type_new,engine_cc,engine_capacity_new,Engine Type,Value Configuration,Turbo Charger,Super Charger,Gear Box,Drive Type,Steering Type,Front Brake Type,Rear Brake Type,Tyre Type,Fuel Suppy System,Color,exterior_color,Displacement,Max Power,Max Torque,No of Cylinder,Values per Cylinder,Length,Width,Height,Wheel Base,Turning Radius,No Door Numbers,Cargo Volumn,seating_capacity_new,max_engine_capacity_new,min_engine_capacity_new,mileage_new,top_features_count,comfort_features_count,interior_features_count,exterior_features_count,safety_features_count,listing_count
skoda kushaq 1.0 tsi style 6 airbags at,skoda,Skoda Kushaq,skoda,SUV,SUV cars,SUV,petrol,automatic,500cc-1000cc,500cc-1000cc,1.0 TSI Petrol Engine,DOHC,Yes,No,6-speed,FWD,Electric,Disc,Drum,"Tubeless, Radial",TSI,Red,Red,999.0,113.98,178.0,3.0,4.0,4225.0,1760.0,1612.0,2651.0,5.1,5.0,385.0,5.0,999.0,999.0,17.2,9.0,21.0,11.0,20.0,31.0,3
skoda kushaq 1.0 tsi style at,skoda,Skoda Kushaq,skoda,SUV,SUV cars,SUV,petrol,automatic,500cc-1000cc,500cc-1000cc,1.0 TSI Petrol Engine,DOHC,Yes,No,6-speed,FWD,Electric,Disc,Drum,"Tubeless, Radial",TSI,Carbon Steel,Carbon Steel,999.0,113.98,178.0,3.0,4.0,4225.0,1760.0,1612.0,2651.0,5.1,5.0,385.0,5.0,999.0,999.0,17.2,9.0,21.0,11.0,21.0,31.0,11
skoda kushaq 1.5 tsi style,skoda,Skoda Kushaq,skoda,SUV,SUV cars,SUV,petrol,manual,1000cc-2000cc,1000cc-2000cc,1.5 TSI Petrol Engine,DOHC,Yes,No,6-speed,FWD,Electric,Disc,Drum,"Tubeless, Radial",TSI,White,White,1498.0,147.51,250.0,4.0,4.0,4225.0,1760.0,1612.0,2651.0,5.1,5.0,385.0,5.0,1498.0,1498.0,17.95,9.0,21.0,11.0,21.0,31.0,3
skoda kushaq 1.5 tsi style 6 airbags dsg,skoda,Skoda Kushaq,skoda,SUV,SUV cars,SUV,petrol,automatic,1000cc-2000cc,1000cc-2000cc,1.5 TSI Petrol Engine,DOHC,Yes,No,7-speed,FWD,Electric,Disc,Drum,"Tubeless, Radial",TSI,White,White,1498.0,147.51,250.0,4.0,4.0,4225.0,1760.0,1612.0,2651.0,5.1,5.0,385.0,5.0,1498.0,1498.0,17.7,9.0,21.0,11.0,20.0,31.0,4
skoda kushaq 1.5 tsi style dsg,skoda,Skoda Kushaq,skoda,SUV,SUV cars,SUV,petrol,automatic,1000cc-2000cc,1000cc-2000cc,1.5 TSI Petrol Engine,DOHC,Yes,No,7-speed,FWD,Electric,Disc,Drum,"Tubeless, Radial",TSI,Brilliant Silver,Brilliant Silver,1498.0,147.51,250.0,4.0,4.0,4225.0,1760.0,1612.0,2651.0,5.1,5.0,385.0,5.0,1498.0,1498.0,17.7,9.0,21.0,11.0,21.0,31.0,4
skoda new laura 1.8 tsi active,skoda,Skoda New Laura,skoda,Sedan,Sedan cars,Sedan,petrol,manual,1000cc-2000cc,1000cc-2000cc,Turbocharged Petrol Engin,DOHC,Yes,No,6 Speed,FWD,Power,Disc,Disc,"Tubeless,Radial",DIRECT INJECTION,Brilliant Silver,Brilliant Silver,1798.0,157.8,250.0,4.0,4.0,4569.0,1769.0,1485.0,2578.0,5.1,4.0,560.0,5.0,1798.0,1798.0,13.4,9.0,16.0,10.0,8.0,16.0,3
skoda new laura 1.8 tsi ambiente,skoda,Skoda New Laura,skoda,Sedan,Sedan cars,Sedan,petrol,manual,1000cc-2000cc,1000cc-2000cc,Turbocharged Petrol Engin,DOHC,Yes,No,6 Speed,FWD,Power,Disc,Disc,"Tubeless,Radial",DIRECT INJECTION,Brilliant Silver,Brilliant Silver,1798.0,157.8,250.0,4.0,4.0,4569.0,1769.0,1485.0,2578.0,5.1,4.0,560.0,5.0,1798.0,1798.0,13.4,9.0,17.0,10.0,9.0,14.0,4
skoda new laura 1.8 tsi ambition,skoda,Skoda New Laura,skoda,Sedan,Sedan cars,Sedan,petrol,manual,1000cc-2000cc,1000cc-2000cc,Turbocharged Petrol Engin,DOHC,Yes,No,5 Speed,FWD,Power,Disc,Drum,"Tubeless,Radial",DIRECT INJECTION,White,White,1798.0,157.8,250.0,4.0,4.0,3995.0,1710.0,1530.0,2520.0,5.1,4.0,350.0,5.0,1798.0,1798.0,17.5,1.0,1.0,1.0,1.0,1.0,3
skoda new laura 1.8 tsi classic,skoda,Skoda New Laura,skoda,Sedan,Sedan cars,Sedan,petrol,manual,1000cc-2000cc,1000cc-2000cc,Turbocharged Petrol Engin,DOHC,Yes,No,6 Speed,FWD,Power,Disc,Disc,"Tubeless,Radial",DIRECT INJECTION,White,White,1798.0,157.8,250.0,4.0,4.0,4569.0,1769.0,1485.0,2578.0,5.1,4.0,560.0,5.0,1798.0,1798.0,13.4,9.0,16.0,10.0,8.0,16.0,1
skoda new laura 1.9 tdi at ambiente,skoda,Skoda New Laura,skoda,Sedan,Sedan cars,Sedan,diesel,automatic,1000cc-2000cc,1000cc-2000cc,In-Line Engine,SOHC,Yes,No,6 Speed,FWD,Power,Disc,Disc,"Tubeless,Radial",DIRECT INJECTION,Silver,Silver,1896.0,105.0,250.0,4.0,4.0,4569.0,1769.0,1485.0,2578.0,5.1,4.0,560.0,5.0,1896.0,1896.0,17.0,9.0,17.0,12.0,12.0,21.0,5
skoda new laura 1.9 tdi mt ambiente,skoda,Skoda New Laura,skoda,Sedan,Sedan cars,Sedan,diesel,manual,1000cc-2000cc,1000cc-2000cc,In-Line Engine,SOHC,Yes,No,5 Speed,FWD,Power,Disc,Disc,"Tubeless,Radial",DIRECT INJECTION,Golden,Golden,1896.0,105.0,250.0,4.0,4.0,4569.0,1769.0,1485.0,2578.0,5.1,4.0,560.0,5.0,1896.0,1896.0,17.0,9.0,17.0,12.0,11.0,21.0,3
skoda new laura 2.0 tdi at l and k,skoda,Skoda New Laura,skoda,Sedan,Sedan cars,Sedan,diesel,automatic,1000cc-2000cc,1000cc-2000cc,In-Line Engine,DOHC,Yes,No,6 Speed,FWD,Power,Disc,Disc,"Tubeless,Radial",DIRECT INJECTION,Brown,Brown,1968.0,140.0,320.0,4.0,4.0,4569.0,1769.0,1485.0,2578.0,5.1,4.0,560.0,5.0,1968.0,1968.0,17.0,9.0,19.0,12.0,12.0,25.0,1
skoda new laura ambiente,skoda,Skoda New Laura,skoda,Sedan,Sedan cars,Sedan,diesel,manual,1000cc-2000cc,1000cc-2000cc,In-Line Engine,SOHC,Yes,No,5 Speed,FWD,Power,Ventilated Disc,Disc,"Tubeless,Radial",DIRECT INJECTION,Brilliant Silver,Brilliant Silver,1896.0,106.0,25.5,4.0,2.0,4.0,1.0,1.0,2.0,5.4,4.0,560.0,5.0,1896.0,1896.0,17.5,9.0,16.0,11.0,11.0,19.0,4
skoda new laura ambiente 1.9 pd,skoda,Skoda New Laura,skoda,Sedan,Sedan cars,Sedan,diesel,manual,1000cc-2000cc,1000cc-2000cc,In-Line Engine,SOHC,Yes,No,5 Speed,FWD,Power,Ventilated Disc,Disc,"Tubeless,Radial",DIRECT INJECTION,Black,Black,1896.0,106.0,25.5,4.0,2.0,4.0,1.0,1.0,2.0,5.4,4.0,560.0,5.0,1896.0,1896.0,17.5,9.0,16.0,11.0,11.0,19.0,4
skoda new laura ambiente 2.0 tdi cr at,skoda,Skoda New Laura,skoda,Sedan,Sedan cars,Sedan,diesel,automatic,1000cc-2000cc,1000cc-2000cc,Turbocharged Diesel Engin,DOHC,Yes,No,6 Speed,FWD,Power,Disc,Disc,"Tubeless,Radial",DIRECT INJECTION,Black,Black,1968.0,138.1,320.0,4.0,4.0,4569.0,1769.0,1485.0,2578.0,5.1,4.0,560.0,5.0,1968.0,1968.0,20.0,9.0,17.0,10.0,11.0,16.0,5
skoda new laura ambiente 2.0 tdi cr mt,skoda,Skoda New Laura,skoda,Sedan,Sedan cars,Sedan,diesel,manual,1000cc-2000cc,1000cc-2000cc,Turbocharged Diesel Engin,DOHC,Yes,No,5 Speed,FWD,Power,Disc,Disc,"Tubeless,Radial",DIRECT INJECTION,White,White,1968.0,108.5,250.0,4.0,4.0,4569.0,1769.0,1485.0,2578.0,5.1,4.0,560.0,5.0,1968.0,1968.0,20.0,9.0,17.0,10.0,11.0,16.0,10
skoda new laura ambition 2.0 tdi cr at,skoda,Skoda New Laura,skoda,Sedan,Sedan cars,Sedan,diesel,automatic,1000cc-2000cc,1000cc-2000cc,Turbocharged Diesel Engin,DOHC,Yes,No,6 Speed,FWD,Power,Disc,Disc,"Tubeless,Radial",DIRECT INJECTION,Silver,Silver,1968.0,138.1,320.0,4.0,4.0,4569.0,1769.0,1485.0,2578.0,5.1,4.0,560.0,5.0,1968.0,1968.0,20.0,9.0,17.0,10.0,11.0,16.0,1
skoda new laura ambition 2.0 tdi cr mt,skoda,Skoda New Laura,skoda,Sedan,Sedan cars,Sedan,diesel,manual,1000cc-2000cc,1000cc-2000cc,Turbocharged Diesel Engin,DOHC,Yes,No,5 Speed,FWD,Power,Disc,Disc,"Tubeless,Radial",DIRECT INJECTION,Candy White,Candy White,1968.0,108.5,250.0,4.0,4.0,4569.0,1769.0,1485.0,2578.0,5.1,4.0,560.0,5.0,1968.0,1968.0,20.0,9.0,17.0,10.0,11.0,16.0,8
skoda new laura elegance 2.0 tdi cr at,skoda,Skoda New Laura,skoda,Sedan,Sedan cars,Sedan,diesel,automatic,1000cc-2000cc,1000cc-2000cc,Turbocharged Diesel Engin,DOHC,Yes,No,6 Speed,FWD,Power,Disc,Disc,"Tubeless,Radial",DIRECT INJECTION,Black,Black,1968.0,138.1,320.0,4.0,4.0,4569.0,1769.0,1485.0,2578.0,5.1,4.0,560.0,5.0,1968.0,1968.0,20.0,9.0,17.0,10.0,11.0,16.0,4
skoda new laura elegance 2.0 tdi cr mt,skoda,Skoda New Laura,skoda,Sedan,Sedan cars,Sedan,diesel,manual,1000cc-2000cc,1000cc-2000cc,Turbocharged Diesel Engin,DOHC,Yes,No,5 Speed,FWD,Power,Disc,Disc,"Tubeless,Radial",DIRECT INJECTION,Brilliant Silver,Brilliant Silver,1968.0,108.5,250.0,4.0,4.0,4569.0,1769.0,1485.0,2578.0,5.1,4.0,560.0,5.0,1968.0,1968.0,20.0,9.0,17.0,10.0,11.0,16.0,3
skoda new laura elegance mt,skoda,Skoda New Laura,skoda,Sedan,Sedan cars,Sedan,diesel,manual,1000cc-2000cc,1000cc-2000cc,In-Line Engine,SOHC,Yes,No,5 Speed,FWD,Power,Ventilated Disc,Disc,"Tubeless,Radial",DIRECT INJECTION,Silver,Silver,1896.0,106.0,25.5,4.0,2.0,4.0,1.0,1.0,2.0,5.4,4.0,560.0,5.0,1896.0,1896.0,17.5,9.0,17.0,12.0,11.0,22.0,5
skoda new laura l and k at,skoda,Skoda New Laura,skoda,Sedan,Sedan cars,Sedan,diesel,automatic,1000cc-2000cc,1000cc-2000cc,In-Line Engine,SOHC,Yes,No,6 Speed,FWD,Power,Disc,Disc,"Tubeless,Radial",DIRECT INJECTION,Diamond Silver,Diamond Silver,1896.0,106.0,25.5,4.0,2.0,4.0,1.0,1.0,2.0,5.4,4.0,560.0,5.0,1896.0,1896.0,15.6,9.0,19.0,12.0,12.0,24.0,1
skoda new laura l and k mt,skoda,Skoda New Laura,skoda,Sedan,Sedan cars,Sedan,diesel,manual,1000cc-2000cc,1000cc-2000cc,In-Line Engine,SOHC,Yes,No,5 Speed,FWD,Power,Disc,Disc,"Tubeless,Radial",DIRECT INJECTION,Black Magic,Black Magic,1896.0,106.0,25.5,4.0,2.0,4.0,1.0,1.0,2.0,5.4,4.0,560.0,5.0,1896.0,1896.0,17.5,9.0,19.0,12.0,12.0,24.0,4
skoda octavia 1.4 tsi mt ambition,skoda,Skoda Octavia,skoda,Sedan,Sedan cars,Sedan,petrol,manual,1000cc-2000cc,1000cc-2000cc,1.4TSI Petrol Engine,DOHC,Yes,No,6 Speed,FWD,Power,Disc,Disc,"Tubeless,Radial",DIRECT INJECTION,White,White,1395.0,148.0,250.0,4.0,4.0,4670.0,1814.0,1476.0,2688.0,5.2,4.0,590.0,5.0,1395.0,1395.0,16.7,9.0,21.0,13.0,11.0,26.0,1
skoda octavia 1.4 tsi mt style,skoda,Skoda Octavia,skoda,Sedan,Sedan cars,Sedan,petrol,manual,1000cc-2000cc,1000cc-2000cc,1.4TSI Petrol Engine,DOHC,Yes,No,6 Speed,FWD,Power,Disc,Disc,"Tubeless,Radial",DIRECT INJECTION,White,White,1395.0,148.0,250.0,4.0,4.0,4670.0,1814.0,1476.0,2688.0,5.2,4.0,590.0,5.0,1395.0,1395.0,16.7,9.0,24.0,13.0,13.0,29.0,1
skoda octavia 1.8 tsi at l k,skoda,Skoda Octavia,skoda,Sedan,Sedan cars,Sedan,petrol,automatic,1000cc-2000cc,1000cc-2000cc,1.8TSI Petrol Engine,DOHC,Yes,No,7 Speed,FWD,Power,Disc,Disc,"Tubeless,Radial",DIRECT INJECTION,White,White,1798.0,178.0,250.0,4.0,4.0,4670.0,1814.0,1476.0,2688.0,5.2,4.0,590.0,5.0,1798.0,1798.0,15.1,9.0,25.0,13.0,15.0,31.0,20
skoda octavia 1.8 tsi at style,skoda,Skoda Octavia,skoda,Sedan,Sedan cars,Sedan,petrol,automatic,1000cc-2000cc,1000cc-2000cc,1.8TSI Petrol Engine,DOHC,Yes,No,7 Speed,FWD,Power,Disc,Disc,"Tubeless,Radial",DIRECT INJECTION,Grey,Grey,1798.0,178.0,250.0,4.0,4.0,4670.0,1814.0,1476.0,2688.0,5.2,4.0,590.0,5.0,1798.0,1798.0,15.1,9.0,24.0,13.0,13.0,29.0,5
skoda octavia 1.8 tsi at style plus,skoda,Skoda Octavia,skoda,Sedan,Sedan cars,Sedan,petrol,automatic,1000cc-2000cc,1000cc-2000cc,1.8TSI Petrol Engine,DOHC,Yes,No,7 Speed,FWD,Power,Disc,Disc,"Tubeless,Radial",DIRECT INJECTION,White,White,1798.0,177.0,250.0,4.0,4.0,4670.0,1814.0,1476.0,2688.0,5.2,4.0,590.0,5.0,1798.0,1798.0,15.1,9.0,25.0,12.0,15.0,31.0,6
skoda octavia 1.9 tdi,skoda,Skoda Octavia,skoda,Sedan,Sedan cars,Sedan,diesel,manual,1000cc-2000cc,1000cc-2000cc,In-Line Engine ,DOHC,Yes,No,5 Speed ,FWD,Power,Disc,Drum,"Tubeless,Radial",DIRECT INJECTION,Brilliant Silver,Brilliant Silver,1896.0,66.0,210.0,4.0,4.0,4507.0,1731.0,1455.0,2512.0,5.4,4.0,350.0,5.0,1896.0,1896.0,18.7,9.0,16.0,11.0,11.0,20.0,4
skoda octavia 2.0 tdi at l k,skoda,Skoda Octavia,skoda,Sedan,Sedan cars,Sedan,diesel,automatic,1000cc-2000cc,1000cc-2000cc,2.0TDI Diesel Engine,DOHC,Yes,No,6 Speed,FWD,Power,Disc,Disc,"Tubeless,Radial",COMMON RAIL SYSTEM,White,White,1968.0,141.0,320.0,4.0,4.0,4670.0,1814.0,1476.0,2688.0,5.2,4.0,590.0,5.0,1968.0,1968.0,19.5,9.0,25.0,13.0,15.0,31.0,5
skoda octavia 2.0 tdi at style,skoda,Skoda Octavia,skoda,Sedan,Sedan cars,Sedan,diesel,automatic,1000cc-2000cc,1000cc-2000cc,2.0TDI Diesel Engine,DOHC,Yes,No,6 Speed,FWD,Power,Disc,Disc,"Tubeless,Radial",COMMON RAIL SYSTEM,Black,Black,1968.0,141.0,320.0,4.0,4.0,4670.0,1814.0,1476.0,2688.0,5.2,4.0,590.0,5.0,1968.0,1968.0,19.5,9.0,24.0,13.0,13.0,29.0,3
skoda octavia 2.0 tdi at style plus,skoda,Skoda Octavia,skoda,Sedan,Sedan cars,Sedan,diesel,automatic,1000cc-2000cc,1000cc-2000cc,2.0TDI Diesel Engine,DOHC,Yes,No,6 Speed,FWD,Power,Disc,Disc,"Tubeless,Radial",COMMON RAIL SYSTEM,Grey,Grey,1968.0,141.0,320.0,4.0,4.0,4670.0,1814.0,1476.0,2688.0,5.2,4.0,590.0,5.0,1968.0,1968.0,19.5,9.0,25.0,12.0,15.0,31.0,5
skoda octavia 2.0 tdi mt ambition,skoda,Skoda Octavia,skoda,Sedan,Sedan cars,Sedan,diesel,manual,1000cc-2000cc,1000cc-2000cc,2.0TDI Diesel Engine,DOHC,Yes,No,6 Speed,FWD,Power,Disc,Disc,"Tubeless,Radial",COMMON RAIL SYSTEM,White,White,1968.0,141.0,320.0,4.0,4.0,4670.0,1814.0,1476.0,2688.0,5.2,4.0,590.0,5.0,1968.0,1968.0,21.0,9.0,21.0,13.0,11.0,26.0,2
skoda octavia 2.0 tdi mt style,skoda,Skoda Octavia,skoda,Sedan,Sedan cars,Sedan,diesel,manual,1000cc-2000cc,1000cc-2000cc,2.0TDI Diesel Engine,DOHC,Yes,No,6 Speed,FWD,Power,Disc,Disc,"Tubeless,Radial",COMMON RAIL SYSTEM,White,White,1968.0,141.0,320.0,4.0,4.0,4670.0,1814.0,1476.0,2688.0,5.2,4.0,590.0,5.0,1968.0,1968.0,21.0,9.0,24.0,13.0,13.0,29.0,2
skoda octavia active 1.4 tsi mt,skoda,Skoda Octavia,skoda,Sedan,Sedan cars,Sedan,petrol,manual,1000cc-2000cc,1000cc-2000cc,Petrol Engine,DOHC,Yes,No,6 Speed,FWD,Power,Disc,Disc,Tubeless Radial,DIRECT INJECTION,Candy White,Candy White,1395.0,138.03,250.0,4.0,4.0,4659.0,1814.0,1476.0,2688.0,5.2,4.0,590.0,5.0,1395.0,1395.0,16.8,9.0,17.0,12.0,10.0,24.0,1
skoda octavia ambiente 1.9 tdi,skoda,Skoda Octavia,skoda,Sedan,Sedan cars,Sedan,diesel,manual,1000cc-2000cc,1000cc-2000cc,In-Line Engine ,DOHC,Yes,No,5 Speed ,FWD,Power,Disc,Drum,"Tubeless,Radial",DIRECT INJECTION,Black Magic,Black Magic,1896.0,66.0,210.0,4.0,4.0,4507.0,1731.0,1455.0,2512.0,5.4,4.0,350.0,5.0,1896.0,1896.0,18.7,9.0,16.0,11.0,11.0,20.0,1
skoda octavia ambiente 1.9 tdi mt,skoda,Skoda Octavia,skoda,Sedan,Sedan cars,Sedan,diesel,manual,1000cc-2000cc,1000cc-2000cc,In-Line Engine ,DOHC,Yes,No,5 Speed ,FWD,Power,Disc,Drum,"Tubeless,Radial",DIRECT INJECTION,Red,Red,1896.0,66.0,210.0,4.0,4.0,4507.0,1731.0,1455.0,2512.0,5.4,4.0,350.0,5.0,1896.0,1896.0,18.7,9.0,16.0,11.0,11.0,20.0,1
skoda octavia ambition 1.4 tsi mt,skoda,Skoda Octavia,skoda,Sedan,Sedan cars,Sedan,petrol,manual,1000cc-2000cc,1000cc-2000cc,Petrol Engine,DOHC,Yes,No,6 Speed,FWD,Power,Disc,Disc,"Tubeless,Radial",DIRECT INJECTION,Candy White,Candy White,1395.0,138.02,250.0,4.0,4.0,4659.0,1814.0,1476.0,2688.0,5.2,4.0,590.0,5.0,1395.0,1395.0,16.8,9.0,18.0,12.0,12.0,26.0,2
skoda octavia ambition 1.8 tsi at,skoda,Skoda Octavia,skoda,Sedan,Sedan cars,Sedan,petrol,automatic,1000cc-2000cc,1000cc-2000cc,Turbocharged Petrol Engin,DOHC,Yes,No,7 Speed,FWD,Power,Discs,Discs,Tubeless Radial Tyres,DIRECT INJECTION ,White,White,1798.0,177.6,250.0,4.0,4.0,4659.0,1814.0,1476.0,2688.0,5.2,4.0,590.0,5.0,1798.0,1798.0,14.7,9.0,18.0,12.0,12.0,25.0,1
skoda octavia ambition 2.0 tdi at,skoda,Skoda Octavia,skoda,Sedan,Sedan cars,Sedan,diesel,automatic,1000cc-2000cc,1000cc-2000cc,Diesel Engine,DOHC,Yes,No,6 Speed,FWD,Power,Disc,Disc,"Tubeless,Radial",DIRECT INJECTION,Candy White,Candy White,1968.0,141.0,320.0,4.0,4.0,4659.0,1814.0,1476.0,2688.0,5.2,4.0,590.0,5.0,1968.0,1968.0,19.3,9.0,19.0,12.0,12.0,26.0,8
skoda octavia ambition 2.0 tdi mt,skoda,Skoda Octavia,skoda,Sedan,Sedan cars,Sedan,diesel,manual,1000cc-2000cc,1000cc-2000cc,Diesel Engine,DOHC,Yes,No,6 Speed,FWD,Power,Disc,Disc,"Tubeless,Radial",DIRECT INJECTION,Brilliant Silver,Brilliant Silver,1968.0,141.0,320.0,4.0,4.0,4659.0,1814.0,1476.0,2688.0,5.2,4.0,590.0,5.0,1968.0,1968.0,20.6,9.0,18.0,12.0,13.0,26.0,4
skoda octavia ambition plus 1.4 tsi mt,skoda,Skoda Octavia,skoda,Sedan,Sedan cars,Sedan,petrol,manual,1000cc-2000cc,1000cc-2000cc,Petrol Engine,DOHC,Yes,No,6 Speed,FWD,Power,Disc,Disc,"Tubeless,Radial",DIRECT INJECTION,Black,Black,1395.0,138.02,250.0,4.0,4.0,4659.0,1814.0,1476.0,2688.0,5.2,4.0,590.0,5.0,1395.0,1395.0,14.7,9.0,22.0,12.0,15.0,28.0,1
skoda octavia ambition plus 1.8 tsi at,skoda,Skoda Octavia,skoda,Sedan,Sedan cars,Sedan,petrol,automatic,1000cc-2000cc,1000cc-2000cc,Petrol Engine,DOHC,Yes,No,7 Speed,FWD,Power,Disc,Disc,"Tubeless,Radial",DIRECT INJECTION,Brilliant Silver,Brilliant Silver,1798.0,177.5,250.0,4.0,4.0,4659.0,1814.0,1476.0,2688.0,5.2,4.0,590.0,5.0,1798.0,1798.0,14.7,9.0,22.0,12.0,15.0,28.0,3
skoda octavia ambition plus 2.0 tdi at,skoda,Skoda Octavia,skoda,Sedan,Sedan cars,Sedan,diesel,automatic,1000cc-2000cc,1000cc-2000cc,Diesel Engine,DOHC,Yes,No,6 Speed,FWD,Power,Disc,Disc,"Tubeless,Radial",DIRECT INJECTION,White,White,1968.0,141.0,320.0,4.0,4.0,4659.0,1814.0,1476.0,2688.0,5.2,4.0,590.0,5.0,1968.0,1968.0,19.3,9.0,22.0,12.0,14.0,28.0,1
skoda octavia elegance 1.8 tsi at,skoda,Skoda Octavia,skoda,Sedan,Sedan cars,Sedan,petrol,automatic,1000cc-2000cc,1000cc-2000cc,Petrol Engine,DOHC,Yes,No,7 Speed,FWD,Power,Disc,Disc,"Tubeless,Radial",DIRECT INJECTION ,White,White,1798.0,177.5,250.0,4.0,4.0,4659.0,1814.0,1476.0,2688.0,5.2,4.0,590.0,5.0,1798.0,1798.0,14.7,9.0,20.0,13.0,16.0,29.0,15
skoda octavia elegance 1.9 tdi,skoda,Skoda Octavia,skoda,Sedan,Sedan cars,Sedan,diesel,manual,1000cc-2000cc,1000cc-2000cc,In-Line Engine ,DOHC,Yes,No,5 Speed ,FWD,Power,Disc,Drum,"Tubeless,Radial",DIRECT INJECTION,Silver,Silver,1896.0,66.0,210.0,4.0,4.0,4507.0,1731.0,1455.0,2512.0,5.4,4.0,350.0,5.0,1896.0,1896.0,18.7,9.0,16.0,12.0,11.0,20.0,2
skoda octavia elegance 2.0 tdi at,skoda,Skoda Octavia,skoda,Sedan,Sedan cars,Sedan,diesel,automatic,1000cc-2000cc,1000cc-2000cc,Diesel Engine,DOHC,Yes,No,6 Speed,FWD,Power,Disc,Disc,"Tubeless,Radial",DIRECT INJECTION ,White,White,1968.0,141.0,320.0,4.0,4.0,4659.0,1814.0,1476.0,2688.0,5.2,4.0,590.0,5.0,1968.0,1968.0,19.3,9.0,20.0,13.0,15.0,29.0,26
skoda octavia l and k 1.9 tdi mt,skoda,Skoda Octavia,skoda,Sedan,Sedan cars,Sedan,diesel,manual,1000cc-2000cc,1000cc-2000cc,In-Line Engine,DOHC,Yes,No,5 Speed,FWD,Power,Disc,Drum,"Tubeless,Radial",DIRECT INJECTION,Other,Other,1896.0,90.0,21.4,4.0,2.0,4507.0,1731.0,1431.0,2512.0,5.4,4.0,528.0,5.0,1896.0,1896.0,16.4,9.0,18.0,12.0,11.0,20.0,1
skoda octavia laurin and klement,skoda,Skoda Octavia,skoda,Sedan,Sedan cars,Sedan,petrol,automatic,1000cc-2000cc,1000cc-2000cc,2.0 L TSI Petrol Engine,DOHC,Yes,No,7-speed DSG,FWD,Electric,Disc,Disc,"Tubeless, Radial",DIRECT INJECTION,Candy White,Candy White,1984.0,187.74,320.0,4.0,4.0,4689.0,1829.0,1469.0,2680.0,5.2,5.0,600.0,5.0,1984.0,1984.0,15.81,9.0,28.0,11.0,17.0,30.0,3
skoda octavia rider 1.8 turbo mt,skoda,Skoda Octavia,skoda,Sedan,Sedan cars,Sedan,petrol,manual,1000cc-2000cc,1000cc-2000cc,In-Line Engine,DOHC,No,No,5 Speed,FWD,Power,Disc,Disc,"Tubeless,Radial",MPFI,Other,Other,1781.0,149.5,21.4,4.0,4.0,4507.0,1731.0,1431.0,2512.0,5.4,4.0,528.0,5.0,1781.0,1781.0,13.1,9.0,16.0,12.0,12.0,20.0,1
skoda octavia rider 1.9 tdi mt,skoda,Skoda Octavia,skoda,Sedan,Sedan cars,Sedan,diesel,manual,1000cc-2000cc,1000cc-2000cc,In-Line Engine ,DOHC,Yes,No,5 Speed ,FWD,Power,Disc,Drum,"Tubeless,Radial",DIRECT INJECTION,Silver,Silver,1896.0,66.0,210.0,4.0,4.0,4507.0,1731.0,1455.0,2512.0,5.4,4.0,350.0,5.0,1896.0,1896.0,18.7,9.0,16.0,11.0,11.0,20.0,1
skoda octavia rider classic 1.9 tdi,skoda,Skoda Octavia,skoda,Sedan,Sedan cars,Sedan,diesel,manual,1000cc-2000cc,1000cc-2000cc,In-Line Engine ,DOHC,Yes,No,5 Speed ,FWD,Power,Disc,Drum,"Tubeless,Radial",DIRECT INJECTION,Black,Black,1896.0,66.0,210.0,4.0,4.0,4507.0,1731.0,1455.0,2512.0,5.4,4.0,350.0,5.0,1896.0,1896.0,18.7,9.0,16.0,12.0,11.0,20.0,1
skoda octavia rs245,skoda,Skoda Octavia,skoda,Sedan,Sedan cars,Sedan,petrol,automatic,1000cc-2000cc,1000cc-2000cc,2.0  Turbocharged petrol engine,DOHC,Yes,No,7-Speed DSG,FWD,Power,Disc,Disc,"Tubeless,Radial",DIRECT INJECTION,Silver,Silver,1984.0,241.39,370.0,4.0,4.0,4689.0,1814.0,1469.0,2677.0,5.2,4.0,590.0,5.0,1984.0,1984.0,14.72,9.0,35.0,14.0,23.0,38.0,1
skoda octavia style,skoda,Skoda Octavia,skoda,Sedan,Sedan cars,Sedan,petrol,automatic,1000cc-2000cc,1000cc-2000cc,2.0 L TSI Petrol Engine,DOHC,Yes,No,7-speed DSG,FWD,Electric,Disc,Disc,"Tubeless, Radial",DIRECT INJECTION,Gray,Gray,1984.0,187.74,320.0,4.0,4.0,4689.0,1829.0,1469.0,2680.0,5.2,5.0,600.0,5.0,1984.0,1984.0,15.81,9.0,27.0,11.0,17.0,28.0,2
skoda octavia style plus 1.8 tsi at,skoda,Skoda Octavia,skoda,Sedan,Sedan cars,Sedan,petrol,automatic,1000cc-2000cc,1000cc-2000cc,Petrol Engine,DOHC,Yes,No,7 Speed,FWD,Power,Disc,Disc,"Tubeless,Radial",DIRECT INJECTION,Brilliant Silver,Brilliant Silver,1798.0,177.5,250.0,4.0,4.0,4659.0,1814.0,1476.0,2688.0,5.2,4.0,590.0,5.0,1798.0,1798.0,14.7,9.0,25.0,12.0,16.0,32.0,6
